Duration (in seconds),RecordedDate,ResponseId,Q_sandwich_1,Q_sandwich_2,Q_sandwich_3,Q_sandwich_4,Q_sandwich_5,Q_sandwich_1_labeled,Q_sandwich_2_labeled,Q_sandwich_3_labeled,Q_sandwich_4_labeled,Q_sandwich_5_labeled,Q_current_hunger,Q_priorities_1,Q_priorities_2,Q_priorities_3,Q_priorities_4,Q_priorities_5,Q_special_diet,Q_special_diet_6_TEXT,Q_past_vegetarian,Q_past_vegan,Q_vegetarian_not_me,Q_vegan_not_me,Q_good_for_env,Q_how_important_env,Q_politics,Q_US_state,Q_live_urban,Q_work_urban,Q_work_urban_3_TEXT,Q_demos_age,Q_demos_gender,Q_demos_income,Q_demos_race,Q_comments,STUDY_ID,treatment
161,2022-07-05 10:13:32,R_22Y27hN8Rxg41h5,0,0,0,1,0,,,,,,2,2,3,1,5,4,6,Low fodmap,7,7,2,1,3,5,3,22,2,2,,2,1,1,"1,2",,62bb1ba7f2c710e36fd2c1be,unlabeled
200,2022-07-05 10:16:39,R_3CNGwTsGUPPfDcO,,,,,,1,0,0,0,1,4,4,5,1,2,3,7,,3,3,5,5,3,2,4,30,3,2,,4,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
183,2022-07-05 10:27:51,R_3sAH34spSeQOyk8,1,1,0,0,1,,,,,,3,5,3,1,2,4,7,,4,7,4,4,1,5,1,41,2,1,,5,3,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
298,2022-07-05 10:37:29,R_1LYBP1idJJkBy1N,,,,,,0,0,0,0,0,2,2,3,5,4,1,6,I have food allergies and am allergic to beans/legumes,5,5,5,2,2,5,1,22,2,2,,3,3,2,1,"When confronted with two dish that both had ingredients I am allergic to, I imagined which I would choose if I didn't have that food allergy and tried not to factor it in to my answers too much. But when only one had ingredients I was allergic to, I picked the one that didn't.",62bb1ba7f2c710e36fd2c1bf,labeled
213,2022-07-05 11:44:07,R_2P57WewLvfoM9yR,,,,,,0,0,1,0,0,3,3,2,1,4,5,7,,4,7,5,4,2,4,3,22,1,1,,2,1,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
306,2022-07-05 12:19:09,R_sAvuGGcghsyyM3T,0,0,0,0,0,,,,,,2,5,3,1,4,2,7,,7,7,4,2,2,4,4,22,2,1,,3,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
191,2022-07-05 12:53:04,R_31EEVlK0a1Fz32p,,,,,,0,0,0,1,0,3,2,5,1,4,3,7,,5,7,3,3,2,3,1,22,1,1,,3,1,3,4,,62bb1ba7f2c710e36fd2c1be,labeled
169,2022-07-05 14:04:07,R_1Qg7TqShvTpiWFy,1,1,0,0,0,,,,,,3,3,5,1,4,2,7,,5,7,4,3,2,4,1,7,2,2,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
217,2022-07-05 14:24:55,R_23erGvl3Ed5QCNo,1,1,1,1,1,,,,,,3,2,5,1,4,3,3,,0,7,5,5,1,4,1,7,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
581,2022-07-05 14:35:19,R_z2ydAFLLnartMsN,,,,,,0,1,0,0,0,2,2,5,1,3,4,7,,4,7,4,4,2,5,5,22,2,2,,6,2,4,1,no,62bb1ba7f2c710e36fd2c1bf,labeled
241,2022-07-05 15:00:55,R_1QgbcGqbXXWGs4Y,1,0,1,1,0,,,,,,3,3,2,1,5,4,7,,7,7,4,4,2,4,2,22,1,1,,3,1,3,"1,6",,62bb1ba7f2c710e36fd2c1be,unlabeled
166,2022-07-05 16:17:51,R_zcHpnuUYCvaxbpf,,,,,,0,0,1,0,0,3,5,3,1,2,4,7,,7,7,3,1,4,5,1,5,1,2,,3,1,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
228,2022-07-05 16:50:54,R_25vi52r2jNBkBxj,1,1,0,0,1,,,,,,3,3,2,1,4,5,5,,0,0,5,5,1,5,1,22,2,2,,3,2,5,1,Loved the Roasted Attention Check and Attention check sandwich,62bb1ba7f2c710e36fd2c1bf,unlabeled
233,2022-07-05 16:54:45,R_skbB4suBDfYIJxf,,,,,,0,0,1,1,1,3,2,3,1,4,5,7,,7,7,4,4,1,4,2,20,3,1,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
105,2022-07-05 18:22:03,R_1IRtK4fRc9KDemU,0,0,1,1,0,,,,,,3,5,2,1,3,4,7,,7,7,5,4,1,2,3,7,2,2,,2,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
216,2022-07-05 18:24:05,R_29nVQcyzCLDYHrE,,,,,,0,0,0,1,0,2,2,3,1,4,5,7,,7,7,4,4,2,3,2,22,2,1,,4,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
215,2022-07-05 18:49:35,R_3dFFpskbALh0meu,,,,,,1,0,0,0,1,2,5,2,1,3,4,6,Lactose Intolerance ,4,7,4,4,2,3,3,41,3,2,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,labeled
149,2022-07-05 20:14:17,R_1gOrpOBBnFY3gjG,0,0,0,1,0,,,,,,3,5,3,1,2,4,7,,7,7,4,3,2,3,1,7,2,2,,2,2,4,2,,62bb1ba7f2c710e36fd2c1bf,unlabeled
154,2022-07-05 20:36:17,R_1jrjT5nHNK7xD0P,0,0,0,1,0,,,,,,1,3,2,1,5,4,7,,7,7,3,2,2,5,2,30,3,2,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
234,2022-07-05 20:59:49,R_1Qu3hDoHPBXAaJH,,,,,,0,0,1,1,0,1,5,3,1,4,2,7,,7,7,4,4,3,4,3,7,3,2,,2,2,5,"1,4",,62bb1ba7f2c710e36fd2c1bf,labeled
208,2022-07-05 21:23:19,R_2DZGgjbu6kU9eRi,0,0,0,0,0,,,,,,2,4,3,1,2,5,7,,4,5,2,2,5,4,2,7,2,2,,2,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
146,2022-07-05 21:55:27,R_10YrvkcPmtZ8LzO,,,,,,0,0,1,0,0,4,5,2,3,4,1,7,,7,7,2,1,3,4,2,30,2,2,,2,3,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
280,2022-07-06 04:50:44,R_qImWjaf1UNBmUHT,,,,,,0,0,0,1,1,3,4,5,1,3,2,7,,5,7,4,4,3,4,4,22,2,2,,4,1,4,1,,62bb1ba7f2c710e36fd2c1be,labeled
257,2022-07-06 06:42:34,R_DPiQK5izJMiYcq5,1,0,0,0,1,,,,,,2,3,2,1,4,5,1,,5,7,5,5,3,4,2,22,1,1,,4,1,3,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
216,2022-07-06 06:55:44,R_1rMvC8h3DYgrdr5,,,,,,0,0,0,1,0,1,3,4,1,5,2,3,,0,6,5,3,2,4,2,22,2,1,,3,2,3,1,I don't like olives which influenced my choices in several cases.,62bb1ba7f2c710e36fd2c1bf,labeled
128,2022-07-06 07:15:39,R_Q6xIrFUsaUNjYDD,0,0,0,0,0,,,,,,2,4,2,1,3,5,7,,3,3,5,5,3,3,3,22,2,2,,3,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
176,2022-07-06 08:33:56,R_3Q0ssOqYUrNHBlk,,,,,,0,0,0,0,1,3,4,2,1,5,3,7,,7,7,3,3,1,4,1,22,2,2,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
309,2022-07-06 08:38:02,R_2tLLeCHewaAPqYp,0,0,0,0,0,,,,,,3,4,3,1,5,2,7,,5,7,3,3,2,4,2,22,2,2,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
714,2022-07-06 08:59:14,R_3hnFxBJf1KXbsFT,0,0,0,1,0,,,,,,1,4,5,1,2,3,7,,5,7,3,2,3,4,4,30,2,2,,4,1,1,1,"I really don't lean towards one party or the other. I only chose Lean Republican because I feel like we need to conserve all resources: Food, people, money, energy, environment, etc.",62bb1ba7f2c710e36fd2c1be,unlabeled
153,2022-07-06 09:03:08,R_Wlchr3qPxZqT85z,,,,,,0,0,0,0,0,3,4,3,1,5,2,7,,7,7,2,2,3,2,5,20,3,2,,3,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
335,2022-07-06 09:35:07,R_2CeJYNYEuiU25pz,,,,,,0,0,1,0,0,3,3,4,1,2,5,7,,4,7,3,3,2,5,3,47,3,2,,4,1,3,7,,62bb1ba7f2c710e36fd2c1be,labeled
107,2022-07-06 10:45:19,R_3MR0i9P48adB6Bs,0,1,0,0,1,,,,,,2,4,3,1,2,5,7,,5,5,4,4,3,4,2,22,1,1,,3,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
102,2022-07-06 11:15:30,R_3iXvdwtu81jTGKj,0,0,0,1,1,,,,,,4,4,1,3,5,2,7,,3,7,5,5,3,5,1,22,1,1,,2,3,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
206,2022-07-06 11:26:18,R_1KRPhnxvSTOOsdX,,,,,,1,1,0,1,0,2,3,1,2,4,5,3,,0,5,5,5,1,5,2,22,2,1,,2,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
145,2022-07-06 12:03:43,R_2DXNSjaG3nXsQE7,,,,,,1,1,1,1,1,3,5,2,1,3,4,5,,0,0,4,5,1,5,1,22,2,2,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
220,2022-07-06 12:07:19,R_2w03EAwQL07PK2x,0,0,1,1,1,,,,,,1,2,3,1,4,5,7,,7,7,4,2,4,4,5,22,2,2,,3,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
174,2022-07-06 13:24:06,R_33jndU5Yvb1hlcj,1,0,1,1,0,,,,,,1,3,5,1,4,2,4,,7,7,5,5,1,5,1,7,2,1,,3,2,6,1,No. Best of luck with your research.,62bb1ba7f2c710e36fd2c1bf,unlabeled
190,2022-07-06 13:45:48,R_1rOcpgyYl4X1OMB,,,,,,0,0,1,1,1,1,3,2,1,4,5,6,lactose intolerant,5,7,3,3,2,4,2,22,2,2,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
202,2022-07-06 14:00:27,R_OqDMwuL9v2mkDSh,0,0,0,1,0,,,,,,3,5,2,1,4,3,7,,7,7,3,3,3,2,3,30,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
214,2022-07-06 14:50:12,R_8DgjJex2RvHsJHP,,,,,,0,1,0,0,1,1,3,4,1,5,2,7,,7,7,4,4,3,4,2,22,2,1,,2,3,5,4,,62bb1ba7f2c710e36fd2c1bf,labeled
383,2022-07-06 16:20:10,R_3sABem4lZl7cYq5,1,0,0,1,0,,,,,,3,5,2,1,4,3,7,,7,7,4,3,2,5,3,22,1,1,,3,2,1,4,,62bb1ba7f2c710e36fd2c1bf,unlabeled
152,2022-07-06 16:32:56,R_3JjXz1JPsyMxBRh,,,,,,1,0,0,1,0,4,3,2,1,5,4,7,,5,7,5,5,3,4,1,47,1,1,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
237,2022-07-06 18:53:30,R_1OIk0SmV9HdOW6H,,,,,,1,1,0,0,0,2,3,1,2,4,5,7,,3,5,5,5,1,4,2,7,3,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
244,2022-07-06 20:26:14,R_307hLD4Axrqg4Xf,0,1,1,1,0,,,,,,2,3,2,1,4,5,7,,5,5,3,2,3,4,2,22,1,1,,2,2,4,4,,62bb1ba7f2c710e36fd2c1bf,unlabeled
384,2022-07-06 20:33:07,R_6tWzBCdxmVSuX17,,,,,,0,0,0,1,0,2,2,3,1,4,5,6,cave man,4,6,2,2,3,5,4,22,1,1,,5,1,2,1,I hope my answers help with your research!,62bb1ba7f2c710e36fd2c1be,labeled
174,2022-07-06 20:34:09,R_1obhGxLR0GBKSet,,,,,,0,0,0,0,1,1,4,3,1,5,2,7,,5,5,4,2,2,5,3,7,3,2,,2,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
191,2022-07-06 20:57:42,R_1eK4LeKKhYlmL2Q,0,0,0,1,1,,,,,,2,5,1,2,3,4,7,,7,7,2,2,1,4,2,7,2,2,,2,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
147,2022-07-06 21:18:15,R_1lbltm9vCJkI7r7,,,,,,0,0,0,0,0,3,2,4,1,3,5,7,,7,7,5,5,3,4,3,22,1,1,,3,2,2,1,Most of the tasty-sounding veg*n dishes were ruined by olives,62bb1ba7f2c710e36fd2c1bf,labeled
223,2022-07-07 06:18:11,R_3khn5RY5tYPIzp1,0,0,0,0,0,,,,,,4,5,2,1,3,4,7,,7,7,1,1,5,4,3,7,1,3,A mix of both,3,1,2,6,,62bb1ba7f2c710e36fd2c1be,unlabeled
243,2022-07-07 07:14:11,R_3kArRJU61PiSinK,,,,,,0,0,0,1,1,2,3,2,1,5,4,7,,4,7,4,4,3,4,3,22,2,2,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
250,2022-07-07 12:59:14,R_2TttHQYOGPpkwBJ,1,0,0,0,0,,,,,,1,4,2,1,5,3,7,,5,6,2,1,2,5,2,7,2,2,,2,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
252,2022-07-07 13:47:28,R_1Ecm3mtXUmmTj0V,0,0,0,1,1,,,,,,3,5,4,1,3,2,7,,7,7,1,1,4,2,5,22,2,2,,3,1,4,1,Some of your options included avocado in both choices. I don't like avocado so these answers reflect reality to the best of my ability.,62bb1ba7f2c710e36fd2c1be,unlabeled
200,2022-07-07 14:13:09,R_3CSZYASUkaTuIYX,,,,,,0,0,0,1,0,2,5,1,2,3,4,7,,4,7,2,2,1,5,3,22,1,1,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
149,2022-07-07 23:40:19,R_3D5AcYW2Yp0lA1x,1,0,0,1,1,,,,,,3,3,1,2,4,5,7,,5,7,4,2,2,5,3,20,2,1,,2,1,3,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
258,2022-07-08 10:22:43,R_3IQaHn4MljPBdvd,,,,,,0,0,0,0,0,3,2,3,1,5,4,7,,5,7,5,4,2,5,5,22,1,1,,3,1,3,"1,6",,62bb1ba7f2c710e36fd2c1be,labeled
526,2022-07-08 11:42:13,R_AA0nI60Uzj0kv9n,0,0,0,0,0,,,,,,3,3,1,2,4,5,7,,7,7,5,5,3,4,3,22,1,1,,5,1,2,2,That was fun. Thank you,62bb1ba7f2c710e36fd2c1be,unlabeled
397,2022-07-08 13:18:52,R_2BaN6chBezaIuo7,,,,,,0,1,0,1,0,2,2,3,1,4,5,7,,4,7,5,3,2,5,1,22,2,2,,5,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
241,2022-07-08 19:30:42,R_22JPlLXklh8whOe,0,0,1,1,1,,,,,,3,5,1,4,2,3,7,,7,7,3,3,4,4,3,20,3,2,,3,1,7,7,,62bb1ba7f2c710e36fd2c1be,unlabeled
111,2022-07-09 07:02:24,R_3KSKmtAfYrIiUZw,0,0,0,0,0,,,,,,1,5,4,1,2,3,7,,7,7,2,2,2,5,1,10,1,1,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
189,2022-07-09 09:30:55,R_9po6vsMExWZRvVf,,,,,,1,0,0,0,0,1,5,4,1,3,2,7,,1,7,4,1,2,1,3,30,3,1,,2,1,4,1,"I wouldn't say I lean democratic, either side is trash",62bb1ba7f2c710e36fd2c1be,labeled
186,2022-07-09 15:42:15,R_emun3ioxWsSBeLL,,,,,,0,0,0,0,0,3,5,4,2,3,1,7,,7,7,4,3,2,4,3,41,2,1,,4,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
177,2022-07-09 22:58:52,R_31M1IKohde49Oor,0,0,0,1,0,,,,,,1,3,2,1,5,4,1,,4,7,1,1,3,3,4,47,3,2,,3,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
331,2022-07-09 23:50:26,R_3n7NSnboDF68JuR,1,0,1,0,1,,,,,,2,5,2,1,3,4,7,,5,7,3,3,2,3,3,22,2,2,,2,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
623,2022-07-10 00:04:53,R_2qaNVFATGgE6mqi,,,,,,0,1,0,1,1,2,3,1,2,4,5,6,Diet to reduce kidney stones. ,4,6,4,3,2,5,2,30,3,2,,6,1,4,1,,62bb1ba7f2c710e36fd2c1be,labeled
328,2022-07-10 08:02:08,R_2s4ma2pBbnqgx0Y,0,0,1,1,0,,,,,,2,4,3,2,1,5,7,,7,7,4,4,1,1,1,22,1,2,,4,1,4,1,"I don't like tomato so I instantly made the options with tomato as second tier, or if they both had tomato which I thought would be easier to remove the tomato from.",62bb1ba7f2c710e36fd2c1be,unlabeled
453,2022-07-10 12:13:04,R_2vdjAYPJeO6MoSz,,,,,,0,0,0,0,0,4,3,2,1,4,5,7,,7,7,5,5,4,5,3,41,1,1,,3,1,2,1,I enjoy vegan and vegetarian options when they aren't trying to substitute animal based products in a dish. I now want a fresh salad,62bb1ba7f2c710e36fd2c1be,labeled
208,2022-07-10 15:05:17,R_1Iz9UBjd4OQ6gCx,1,1,0,1,0,,,,,,3,4,1,2,3,5,2,,1,7,5,5,1,4,2,22,1,1,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
334,2022-07-10 17:17:26,R_2Bxv6uXW5qS3AS9,0,0,0,1,0,,,,,,1,3,5,1,4,2,7,,7,7,3,3,3,5,2,7,2,3,Sometimes,5,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
229,2022-07-11 06:32:26,R_2uxmuYjQAKjxyrN,,,,,,0,0,0,1,0,2,3,2,1,5,4,7,,4,7,4,3,2,4,2,22,1,1,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
296,2022-07-11 11:49:25,R_21n72huwUfbHt6O,1,1,0,0,1,,,,,,1,2,3,1,4,5,2,,2,6,5,4,1,5,1,30,2,1,,2,1,4,1,plant-based meat alternatives are great,62bb1ba7f2c710e36fd2c1be,unlabeled
163,2022-07-11 16:57:09,R_31WOOx7q9cP9fQL,,,,,,0,0,0,0,0,2,3,2,1,4,5,7,,7,7,3,3,3,4,2,22,2,2,,2,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
179,2022-07-11 18:05:26,R_0DSr8jPuz1AJAHf,,,,,,0,0,1,1,1,2,5,3,1,4,2,7,,7,7,4,4,1,4,1,7,3,1,,5,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
203,2022-07-12 02:43:22,R_1IFzcspm0TluIcn,0,0,0,0,1,,,,,,2,3,2,1,4,5,1,,7,7,4,4,2,4,3,7,1,1,,3,1,2,6,,62bb1ba7f2c710e36fd2c1be,unlabeled
169,2022-07-12 13:41:16,R_2wEnAVDLW3MOEd6,,,,,,0,0,1,1,1,2,2,3,1,4,5,7,,7,7,3,3,3,2,4,30,2,2,,3,1,2,1,None at this time - thank you!!,62bb1ba7f2c710e36fd2c1be,labeled
167,2022-07-12 16:55:08,R_R47Q3h3HzytN9JL,0,0,0,1,0,,,,,,3,5,4,2,3,1,7,,7,7,4,4,3,4,4,22,1,2,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
236,2022-07-12 19:55:14,R_22s4wvoCd9h2HaN,,,,,,0,0,0,0,0,2,3,1,2,4,5,7,,7,7,3,3,3,4,4,47,3,2,,5,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
154,2022-07-12 20:17:34,R_1Kr4TpDjB23vJcd,0,1,0,1,1,,,,,,3,2,5,1,4,3,7,,3,3,5,5,1,5,3,20,1,1,,3,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
213,2022-07-13 06:23:22,R_1GNzlq9KaWiMmmv,0,0,1,0,0,,,,,,3,4,2,1,3,5,7,,7,7,4,4,1,5,3,22,2,1,,5,1,2,"1,2",,62bb1ba7f2c710e36fd2c1be,unlabeled
255,2022-07-13 06:23:32,R_2TzTVtgb7F62l6g,,,,,,0,0,1,0,1,2,2,4,1,5,3,7,,4,6,4,2,3,3,3,47,2,2,,7,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
332,2022-07-13 12:59:38,R_3UaZVyM3Oqg0shP,0,1,0,0,1,,,,,,2,4,3,1,5,2,7,,7,7,5,5,3,4,3,22,2,2,,6,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
200,2022-07-13 21:30:16,R_25MVIjI5WpHAY8O,0,0,0,0,0,,,,,,2,4,2,1,5,3,7,,7,7,5,5,3,4,4,7,2,2,,2,1,7,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
139,2022-07-14 01:23:06,R_2A0bG6Ynu9rhdRc,,,,,,0,0,1,1,0,4,5,1,2,3,4,7,,4,5,4,4,3,4,1,22,1,1,,2,2,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
163,2022-07-14 07:05:49,R_YSQZTR74jELGHmx,0,0,1,0,1,,,,,,4,5,3,1,2,4,7,,5,7,4,4,2,3,2,41,2,2,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
196,2022-07-14 09:13:32,R_1DYHzfo7OsjdSPw,,,,,,0,1,0,1,1,2,3,4,1,2,5,7,,7,7,3,2,1,5,1,22,2,3,Remote worker,3,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
119,2022-07-14 09:28:36,R_r7mi83lwLKfE1nX,,,,,,0,0,0,1,1,2,4,1,2,3,5,7,,4,7,4,4,2,5,5,41,1,1,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
264,2022-07-14 18:02:40,R_1IhD5NckaNpnEjg,0,0,0,0,0,,,,,,2,4,5,1,3,2,7,,5,7,4,4,3,5,4,7,3,2,,4,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
414,2022-07-15 10:45:55,R_2f8uDVqRB5dZOqU,0,0,0,0,0,,,,,,3,2,3,1,4,5,7,,5,5,5,5,2,5,1,22,2,2,,2,1,4,"1,2",,62bb1ba7f2c710e36fd2c1be,unlabeled
354,2022-07-15 11:07:19,R_2z7OrkrFM7ZaAwm,,,,,,1,1,1,1,1,1,2,5,1,3,4,7,,3,7,4,4,2,5,2,22,2,2,,7,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
161,2022-07-15 12:17:28,R_3lLAJTZ458RQb7H,,,,,,0,0,0,0,0,2,5,1,3,4,2,7,,5,7,4,2,1,4,1,7,2,1,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
148,2022-07-15 17:04:08,R_W2MTqCgqf6Z7cMp,,,,,,1,1,0,1,1,4,4,3,1,2,5,5,,0,0,5,5,1,1,1,30,1,1,,3,2,1,1,This survey made me so hungry!,62d1f10777830216276ce524,labeled
258,2022-07-15 17:19:06,R_2U9qQH28dtZNnmM,,,,,,1,1,0,1,1,1,1,3,2,4,5,6,"Jewish, no pork or shellfish",5,5,4,4,2,5,1,47,3,2,,7,2,5,1,,62d1f10777830216276ce524,labeled
154,2022-07-15 18:23:47,R_CgG2bm8pgHdEIxz,1,0,0,0,1,,,,,,1,3,2,1,4,5,7,,3,7,3,2,2,4,2,7,2,2,,3,2,3,1,,62d1f10777830216276ce524,unlabeled
230,2022-07-15 18:55:43,R_1hSgvT0E6rYQFTe,,,,,,0,0,0,0,0,2,3,2,1,5,4,7,,4,5,2,2,2,4,3,22,2,2,,6,1,6,1,,62d1f10777830216276ce523,labeled
224,2022-07-15 19:11:51,R_2VkdfQ7IohSWTqn,1,1,0,1,1,,,,,,2,3,2,1,4,5,2,,0,2,5,5,1,5,1,7,2,1,,3,2,3,1,,62d1f10777830216276ce524,unlabeled
133,2022-07-15 19:23:18,R_1JEg8XJ1ulhs2LV,,,,,,1,1,0,1,1,1,3,5,2,4,1,1,,5,7,5,4,3,4,2,22,1,1,,5,1,6,1,,62d1f10777830216276ce523,labeled
162,2022-07-15 19:34:43,R_3QXzjMJO61JxgMP,0,0,0,1,1,,,,,,2,3,4,1,5,2,7,,3,7,2,1,3,4,3,30,3,2,,2,2,5,1,,62d1f10777830216276ce524,unlabeled
262,2022-07-15 20:07:22,R_sbpI0x209kkpPDb,,,,,,0,1,1,1,1,2,4,5,1,3,2,7,,4,7,4,4,3,4,2,22,2,2,,4,2,5,1,,62d1f10777830216276ce524,labeled
488,2022-07-15 20:22:05,R_1BSmuS0XMIh0GtH,1,1,0,0,1,,,,,,4,2,4,1,3,5,2,,5,5,5,5,1,5,4,22,2,1,,3,2,5,1,,62d1f10777830216276ce524,unlabeled
220,2022-07-15 20:55:55,R_UovRM4lC3EzeGGJ,,,,,,0,1,0,0,0,2,1,2,3,4,5,4,,7,7,5,5,3,5,3,7,2,2,,4,2,2,1,,62d1f10777830216276ce524,labeled
249,2022-07-15 21:04:42,R_3GE6st2kmmRvdiw,0,0,0,0,0,,,,,,3,5,3,1,4,2,7,,4,5,4,3,2,3,2,22,2,1,,4,2,6,1,,62d1f10777830216276ce524,unlabeled
261,2022-07-15 23:30:29,R_3njH0KIv1KeMCDj,1,0,0,1,0,,,,,,3,3,4,1,5,2,7,,7,7,3,2,2,5,2,22,2,2,,3,2,1,1,,62d1f10777830216276ce524,unlabeled
220,2022-07-16 06:56:25,R_2TZt41dndwfjXau,0,0,0,0,0,,,,,,2,2,3,1,4,5,7,,4,7,3,2,2,4,2,47,3,2,,2,1,2,1,,62d1f10777830216276ce523,unlabeled
187,2022-07-16 07:02:39,R_Werqnpmkhqe2XrX,,,,,,0,1,0,0,1,2,2,3,1,5,4,7,,5,7,4,4,2,5,2,7,2,2,,5,2,3,1,,62d1f10777830216276ce524,labeled
139,2022-07-16 08:10:55,R_2aeJX9gSuVuWu01,1,1,0,0,1,,,,,,2,1,2,3,4,5,"3,4",,0,3,5,5,1,5,1,22,2,2,,2,2,4,1,,62d1f10777830216276ce524,unlabeled
137,2022-07-16 09:34:48,R_WvTHxFfoVibO9SF,,,,,,0,1,0,0,0,3,4,5,2,3,1,7,,7,7,4,4,1,4,2,22,1,1,,2,2,4,1,,62d1f10777830216276ce524,labeled
163,2022-07-16 10:06:32,R_1GPxeKfCpItmM7H,,,,,,0,0,0,1,0,3,3,2,1,4,5,6,Low carb,4,7,4,3,2,5,3,7,3,2,,6,2,5,1,,62d1f10777830216276ce524,labeled
139,2022-07-16 10:40:18,R_bxfGkTHAgNoTSoN,1,0,0,0,0,,,,,,4,3,4,1,5,2,7,,4,6,4,4,1,4,1,22,2,2,,4,2,5,1,,62d1f10777830216276ce524,unlabeled
223,2022-07-16 11:01:20,R_1dh14VjsoWVG4Hk,,,,,,0,0,1,1,0,2,2,3,1,5,4,7,,4,7,5,5,2,5,2,7,3,2,,3,2,1,1,,62d1f10777830216276ce524,labeled
338,2022-07-16 11:05:34,R_yPhz5774RdSaqyJ,1,1,0,0,0,,,,,,3,2,1,4,3,5,7,,4,5,3,3,3,2,4,7,3,2,,4,2,2,1,not everyone is on that 2 party political scale. I don't lean either way because i believe both parties are shams and endanger our constitutional republic,62d1f10777830216276ce524,unlabeled
268,2022-07-16 12:30:09,R_10C3C3lCtKw7qIt,,,,,,1,0,0,0,0,1,4,1,2,5,3,7,,7,7,5,3,3,5,1,22,2,3,"WFH, Office in urban area",2,1,4,1,,62d1f10777830216276ce523,labeled
364,2022-07-16 13:09:12,R_24NTNRdpwezYQMT,1,0,1,1,0,,,,,,2,2,1,3,4,5,7,,2,7,3,3,3,5,2,22,1,1,,3,2,3,1,,62d1f10777830216276ce524,unlabeled
205,2022-07-16 13:19:16,R_1IFW4UnUGMRl7ta,0,0,0,1,0,,,,,,1,3,1,2,4,5,7,,4,7,5,5,1,5,1,30,2,1,,2,2,5,1,,62d1f10777830216276ce524,unlabeled
